periodo_denuncia,anio_denuncia,Fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2022,06/01/2023,LIMA ESTE,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES,5,"Proposiciones a niños, niñas y adolescentes con fines sexuales por medios tecnológicos",11,150137,LIMA,LIMA,SANTA ANITA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA ESTE,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INTIMIDAD Y EL SECRETO DE LAS COMUNICACIONES,7,Interceptación de datos informáticos,11,150137,LIMA,LIMA,SANTA ANITA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA ESTE,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DISPOSICIONES COMUNES,10,Abuso de mecanismos y dispositivos informáticos,5,150137,LIMA,LIMA,SANTA ANITA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA ESTE,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DISPOSICIONES COMUNES,11,Agravantes,1,150137,LIMA,LIMA,SANTA ANITA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",132,Difamación,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",235,Adulteración,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,9,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,8,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,10,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,9,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,31,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,8,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,167,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,13,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,64,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,22,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,11,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,191,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,10,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,15,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,8,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,29,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,11,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad),1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),15,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),7,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395,Cohecho pasivo específico (corrupción de funcionarios),8,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),11,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),7,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,401,Enriquecimiento ilícito (corrupción de funcionarios),4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),18,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión",13,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,363,Ejercicio ilegal de profesión,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,366,Violencia contra la autoridad para impedir el ejercicio de sus funciones,12,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,367,Formas agravadas (Art. 365 y 366),5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,116,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,369,Violencia contra autoridades elegidas,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión",7,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-B,Ingreso indebido de materiales o componentes con fines de elaboración de equipos de comunicación en centros de detención o reclusión,4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-D,"Posesión indebida de teléfonos celulares o, armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",5,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-D,"Posesión indebida de teléfonos celulares o, armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-E,"Ingreso indebido de armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,402,Denuncia calumniosa,4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,404,Encubrimiento personal,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,405,Encubrimiento real,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,405,Encubrimiento real,3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409,Falsedad en juicio,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,418,Prevaricato,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409-A,Obstrucción de la justicia,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,USURA,214,Usura,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,148,Inducción a la fuga de menor,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA FAMILIA,OMISION DE ASISTENCIA FAMILIAR,149,Omisión de prestación de alimentos,6,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,DISPOSICIONES COMUNES,438,Falsedad genérica (disposiciones comunes),16,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,FALSIFICACION DE DOCUMENTOS EN GENERAL,427,Falsificación de documentos,9,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,FALSIFICACION DE DOCUMENTOS EN GENERAL,427,Falsificación de documentos,3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,FALSIFICACION DE DOCUMENTOS EN GENERAL,428,Falsedad ideológica,3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA HUMANIDAD,DESAPARICION FORZADA,320,Desaparición forzada de personas,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,OFENSAS AL PUDOR PUBLICO,183,Exhibiciones y publicaciones obscenas,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,OFENSAS AL PUDOR PUBLICO,183-A,Pornografía infantil,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,OFENSAS AL PUDOR PUBLICO,183-B,"Proposiciones a niños, niñas y adolescentes con fines sexuales",1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,PROXENETISMO,179,Favorecimiento a la prostitución,3,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,PROXENETISMO,179,Favorecimiento a la prostitución,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE DOMICILIO,159,Violación de domicilio,14,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,151,Coacción,7,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,152,Secuestro,6,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153,Trata de personas,4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,151-A,Acoso,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD PERSONAL,153-A,Formas agravadas de la Trata de Personas,4,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,170,Violación sexual,22,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,170,Violación sexual,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,171,Violación de persona en estado de inconsciencia o en la imposibilidad de resistir,1,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,172,Violación de persona en incapacidad de dar su libre consentimiento,2,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
ENERO - DICIEMBRE,2022,06/01/2023,LIMA NOROESTE,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,173,Violación sexual de menor de edad,10,070106,CALLAO,CALLAO,VENTANILLA,15/06/2023
